"Path","Classification","TargetId","Length","Sha256","MatchesCanonical"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-cloudflare-fresh-d1-startup-budget\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-internal-verification-aa083567\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"16044","eeb436f36724e763e26def5b2dd1c8239a8177d3e58bb8ce71e7f27e77c51f3f","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-a2-access-directory\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-a-closure\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-a-current-ui\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-a-mobile-topbar-gap\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-d-denied-renderer\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-g-generator-replacement\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-p-revision-sync\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-r2-request-search\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-r-rv01-closure\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-t-static-contract\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-lane-w-workspace-auth\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-recovery-4ded0bc2\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-rv01-post-review-truth\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v081-s12-v5-functional-closure\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v082-s06-controlled-a3477ae-20260813-2338\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v082-s06-controlled-replacement-a3477ae-20260813-2348\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v082-s06-serial-full-lf-a3477ae-20260814-0015\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-account-application-repository-prettier-b0c2aa0\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-disabled-enablement-gate-codex\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-eight-digit-verification-d23daef\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-gate-a-fixture-codex\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-id-c-source-projection-probe-codex\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-release-identity-version-correction-4fcd1ed\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-staff-account-activity-history-f3c28ba\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v083-staff-directory-projection-08d5c5b\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\backups\agents-consolidation-002\20260820T173802Z\v83-idc-gate-a-audit-prep-2026-08-16\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\private-config\evidence\slice-13-demo-20260716\gate-b-20260718-113245\history-a3fffb9-full\AGENTS.md","ARCHIVED_OR_HISTORICAL",,"3622","b1b439b808adfaa5d54d6a1a20465f7acee9180def61675ff007fe115db7e910","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\design-dna-staging-2026-08-10\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:design-dna-staging-2026-08-10","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\playground-owner-feedback-2026-08-10\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:playground-owner-feedback-2026-08-10","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\spec-v073-frontend-design-integration\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:spec-v073-frontend-design-integration","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-production-execution-eb14cd81\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-production-execution-eb14cd81","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-auth-reset-atomicity\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s09-auth-reset-atomicity","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-lane-a\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s09-lane-a","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-release-preflight\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s09-release-preflight","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s10-evidence-bb652506\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s10-evidence-bb652506","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s11-generator-eol\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s11-generator-eol","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-cloudflare-fresh-d1-startup-budget\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-cloudflare-fresh-d1-startup-budget","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-internal-verification-aa083567\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-internal-verification-aa083567","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a2-access-directory\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-a2-access-directory","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-closure\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-a-closure","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-current-ui\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-a-current-ui","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a-mobile-topbar-gap\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-a-mobile-topbar-gap","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-d-denied-renderer\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-d-denied-renderer","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-g-generator-replacement\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-g-generator-replacement","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-p-revision-sync\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-p-revision-sync","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-r2-request-search\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-r2-request-search","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-r-rv01-closure\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-r-rv01-closure","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-t-static-contract\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-t-static-contract","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-w-workspace-auth\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-lane-w-workspace-auth","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-recovery-4ded0bc2\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-recovery-4ded0bc2","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-rv01-post-review-truth\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-rv01-post-review-truth","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-v5-functional-closure\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v081-s12-v5-functional-closure","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-controlled-a3477ae-20260813-2338\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v082-s06-controlled-a3477ae-20260813-2338","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-controlled-replacement-a3477ae-20260813-2348\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v082-s06-controlled-replacement-a3477ae-20260813-2348","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-serial-full-lf-a3477ae-20260814-0015\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v082-s06-serial-full-lf-a3477ae-20260814-0015","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-account-application-repository-prettier-b0c2aa0\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-account-application-repository-prettier-b0c2aa0","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-disabled-enablement-gate-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-disabled-enablement-gate-codex","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-eight-digit-verification-d23daef\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-eight-digit-verification-d23daef","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-gate-a-fixture-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-gate-a-fixture-codex","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-id-c-source-projection-probe-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-id-c-source-projection-probe-codex","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-release-identity-version-correction-4fcd1ed\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-release-identity-version-correction-4fcd1ed","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-staff-account-activity-history-f3c28ba\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-staff-account-activity-history-f3c28ba","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-staff-directory-projection-08d5c5b\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-staff-directory-projection-08d5c5b","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v83-idc-gate-a-audit-prep-2026-08-16\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v83-idc-gate-a-audit-prep-2026-08-16","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\worktrees\astral-bridge-agents-authorized-efc7a12\AGENTS.md","WORKTREE_REPLICA","astral-bridge-worktree:astral-bridge-agents-authorized-efc7a12","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
"D:\Documents\Codex\worktrees\astral-bridge-agents-consolidation-001\AGENTS.md","WORKTREE_REPLICA","astral-bridge-worktree:astral-bridge-agents-consolidation-001","19753","83e75b3899b38b8aef61ea35961744e97e48b3271c12c9d3c4e582e753f6589f","True"
