"Path","Classification","TargetId","Length","Sha256","MatchesCanonical"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v082-s06-serial-full-lf-a3477ae-20260814-0015\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v082-s06-serial-full-lf-a3477ae-20260814-0015","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-account-application-repository-prettier-b0c2aa0\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-account-application-repository-prettier-b0c2aa0","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-disabled-enablement-gate-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-disabled-enablement-gate-codex","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-eight-digit-verification-d23daef\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-eight-digit-verification-d23daef","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-gate-a-fixture-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-gate-a-fixture-codex","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-id-c-source-projection-probe-codex\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-id-c-source-projection-probe-codex","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-release-identity-version-correction-4fcd1ed\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-release-identity-version-correction-4fcd1ed","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-staff-account-activity-history-f3c28ba\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-staff-account-activity-history-f3c28ba","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v083-staff-directory-projection-08d5c5b\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v083-staff-directory-projection-08d5c5b","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v83-idc-gate-a-audit-prep-2026-08-16\AGENTS.md","WORKTREE_REPLICA","hau-usc-logistics-worktree:v83-idc-gate-a-audit-prep-2026-08-16","15741","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","False"
"D:\Documents\Codex\worktrees\astral-bridge-agents-authorized-efc7a12\AGENTS.md","WORKTREE_REPLICA","astral-bridge-worktree:astral-bridge-agents-authorized-efc7a12","15583","dbf0cbafa7ccb0a732f89ba30055927606ea33d94b84f006027a4d693b96017f","False"
"D:\Documents\Codex\worktrees\astral-bridge-agents-consolidation-001\AGENTS.md","WORKTREE_REPLICA","astral-bridge-worktree:astral-bridge-agents-consolidation-001","18562","66554a916d7080e040332d30fb93b9441b296f805cf3a47b5c350caaaa7ce769","False"
