"Path","Drive","FileName","ExactUppercase","Length","LastWriteTimeUtc","Sha256","Classification","GitRoot","Branch","Head","Tracked"
"C:\Users\adria\.codex\AGENTS.md","C:\","AGENTS.md","True","13098","2026-08-17T13:16:11.0048569Z","076191b522646c02896c7b31901f918a0db1cd5e855dd5b6c20ee3e3901e7c42","GLOBAL_LOCAL_AI_CONFIGURATION",,,,
"C:\Users\adria\.codex\plugins\cache\openai-bundled\sites\0.1.37\AGENTS.md","C:\","AGENTS.md","True","932","2026-07-25T03:49:49.4182605Z","1948b53b13790189e85281254c899005ca22c86f4eb7b664fffdc0b52d9b10ea","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\auth-js\AGENTS.md","C:\","AGENTS.md","True","904","2026-07-27T02:36:09.1893639Z","c93e2a7d549f427e44d598eead73bd901f93470977b27f43a6f2cbea28f1cbd5","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\functions-js\AGENTS.md","C:\","AGENTS.md","True","849","2026-07-27T02:36:09.2526269Z","84552dc956a63fd915607f97794918971a6719231214c15ab364cdf0de12d058","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\postgrest-js\AGENTS.md","C:\","AGENTS.md","True","904","2026-07-27T02:36:09.2841256Z","0e68eade1bbae48a8df26ab46363dac100e76f038fef136fada45165dc92021f","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\realtime-js\AGENTS.md","C:\","AGENTS.md","True","930","2026-07-27T02:36:09.3164345Z","ea65270fa49ec5b8bdfc3f35f70861bc90ea823e1365ee89e73d787c15853137","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\storage-js\AGENTS.md","C:\","AGENTS.md","True","926","2026-07-27T02:36:09.3632735Z","2d35b8f1877f3ebd3f9348e254323aa970060dcf406d05fe18de6904870e4635","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Packages\Claude_pzs8sxrjxfjjc\LocalCache\Roaming\Claude\Claude Extensions\ant.dir.gh.wonderwhy-er.desktopcommandermcp\node_modules\@supabase\supabase-js\AGENTS.md","C:\","AGENTS.md","True","996","2026-07-27T02:36:09.3793807Z","f21a864654bbb1c15ec72ddd724e5b568f85f3ec1054c3313819e32e40860814","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Programs\Microsoft VS Code\a5b5009513\resources\app\extensions\copilot\assets\prompts\skills\agent-customization\references\agents.md","C:\","agents.md","False","4726","2026-08-11T15:24:28.0000000Z","9654233652f0c36d9ae3ed364c61c0fe072836892cbcb063dd376a09d3e99af1","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-7g2bar\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:05:35.2494327Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-7NCQJ8\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:51:35.2732251Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-7NCQJ8\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T13:51:35.2742291Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-AzwYlN\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T14:01:57.9881176Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-AzwYlN\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T14:01:57.9901155Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-idzbnO\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:35:08.9174833Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-idzbnO\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T13:35:08.9194771Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-mPz8FN\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:35:36.7978642Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-mPz8FN\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T13:35:36.7988545Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-nYVyD4\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T16:45:36.6018590Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-nYVyD4\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T16:45:36.6028569Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-O7gj3q\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:52:05.0642946Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-O7gj3q\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T13:52:05.0672958Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-uIgOjY\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:06:16.9357819Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-v6tgY6\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T12:30:29.9704534Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-VQruys\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:06:00.3888434Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-yZ6Wl0\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T12:37:28.9657157Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-ZdDG7V\workspace\AGENTS.md","C:\","AGENTS.md","True","18","2026-08-17T13:12:35.3768521Z","791b0533c7ba3f5e503ec5a71f10fc00264f8bef95da9d42c1e260c407d45d70","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-controller-smoke-ZdDG7V\write-workspace\AGENTS.md","C:\","AGENTS.md","True","25","2026-08-17T13:12:35.3778501Z","3550f046dbf05d3c24ddc45504f90c587f411dd95ba536f5200f7c1a2db06b65","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-3vu2a3\agents.md","C:\","agents.md","False","57","2026-08-17T16:48:51.1401729Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-A6FaqP\agents.md","C:\","agents.md","False","57","2026-08-17T16:51:58.9721518Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-KMXqMN\agents.md","C:\","agents.md","False","57","2026-08-17T12:33:14.5242318Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-kSkC9R\agents.md","C:\","agents.md","False","57","2026-08-17T12:34:53.3160773Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-NdQ7vc\agents.md","C:\","agents.md","False","57","2026-08-17T12:37:28.0011758Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-VJIOeB\agents.md","C:\","agents.md","False","57","2026-08-17T12:38:36.3856605Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-lower-agents-xT8AKp\agents.md","C:\","agents.md","False","57","2026-08-17T16:50:44.5792906Z","2489196edb43abe1c289c62a50b61bcfec1310daab1ef06378dec81d9d0119da","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-avPJks\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T16:50:31.7415046Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-DRkkuG\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T16:51:46.0721032Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-HuZ1FN\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:32:45.7001706Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-jAXgxv\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:37:00.7450097Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-KsUUc9\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:36:24.1285694Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-MeMBjV\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:38:03.6984073Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-se4vEt\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:34:20.2472354Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-tOd6U7\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T16:48:38.3376952Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-smoke-wGIWyb\AGENTS.md","C:\","AGENTS.md","True","37","2026-08-17T12:32:03.0992684Z","17d81e09a3a42deebc6c65be665b3d42182d095f5920297756ee63f58c16d8cf","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\Temp\codexpro-stress-8j1DFd\AGENTS.md","C:\","AGENTS.md","True","36","2026-08-17T16:54:18.2028999Z","eae4238f530f6cb7af8c57b0c626a12326648ea51a8f3f89980178fbbbdcd266","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\AppData\Local\uv\cache\archive-v0\9rKRD7dGWdiDGS7a\litellm\proxy\_experimental\mcp_server\AGENTS.md","C:\","AGENTS.md","True","6369","2026-07-26T08:52:45.5113027Z","9419ab0c5e43488449c30b768b158f0e70f80c38489b7ad132fb1a368ef9785e","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\archive-v0\-zOPV52F1mA58Kz0\litellm\proxy\_experimental\mcp_server\AGENTS.md","C:\","AGENTS.md","True","6470","2026-08-06T16:38:46.2757297Z","12d316ccff1957d6e84dac9410c214754ecee82e1970fd0055aa7cb8c2767c02","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm\proxy\_experimental\mcp_server\AGENTS.md","C:\","AGENTS.md","True","6369","2026-07-26T08:50:45.1857237Z","9419ab0c5e43488449c30b768b158f0e70f80c38489b7ad132fb1a368ef9785e","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm-rust\crates\ai-gateway\AGENTS.md","C:\","AGENTS.md","True","2744","2026-07-26T08:50:20.8947601Z","6371dcf6cfc54731a83e2ebd5101224a600702aacba87c1d68c59b06fba6f1d8","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm-rust\crates\ai-gateway\src\python\AGENTS.md","C:\","AGENTS.md","True","1284","2026-07-26T08:50:21.8834010Z","bcb2ec317b27316c6acb1eeb69bb891dcadcfe27c2a74d93d7b40f9aef798724","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm-rust\crates\ai-gateway\src\routes\AGENTS.md","C:\","AGENTS.md","True","1778","2026-07-26T08:50:22.2410915Z","690128e29c35bf545e424c55192bcfa82af71131d1ccd8eff07fe43b146a0172","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm-rust\crates\core\AGENTS.md","C:\","AGENTS.md","True","261","2026-07-26T08:50:19.0629060Z","10444963c75c778e9ec8df2debe9e4edd506f0bf04ec30da48b53b12dc3da6a3","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Local\uv\cache\sdists-v9\pypi\litellm\1.93.0\v6Enx0UGkUxpUaqn\src\litellm-rust\crates\python-bridge\AGENTS.md","C:\","AGENTS.md","True","308","2026-07-26T08:50:22.6483612Z","68beb2eff647a79481ac06e52707f9f608e011d8c5a9e383e3b4cc5cbabdd79f","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\AppData\Roaming\uv\tools\headroom-ai\Lib\site-packages\litellm\proxy\_experimental\mcp_server\AGENTS.md","C:\","AGENTS.md","True","6470","2026-08-06T16:38:46.2757297Z","12d316ccff1957d6e84dac9410c214754ecee82e1970fd0055aa7cb8c2767c02","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"C:\Users\adria\CodexTools\CodexBridgeStartup\backups\controller-20260817-211530-v2-amendment\AGENTS.md","C:\","AGENTS.md","True","14883","2026-08-17T10:40:06.3952249Z","cf8d9b6971c149fcb760f13da6743d1a78815dfa39f817837ef26264f4282de9","BACKUP_EXAMPLE_TEST",,,,
"C:\Users\adria\llama.cpp\AGENTS.md","C:\","AGENTS.md","True","8282","2026-06-16T13:10:18.6882632Z","3a943ba3a8e459f9e720843f1abce6f371f6f70a44b9ea610494050ca4029f44","THIRD_PARTY_VENDOR_PACKAGE_PLUGIN",,,,
"D:\AI_Workspace\AGENTS.md","D:\","AGENTS.md","True","20355","2026-07-20T08:52:48.2287811Z","03fb8ad36f134e063ad3be960c1b4a2b8468cbb08a975b71b64e1825caf47272","GLOBAL_LOCAL_AI_CONFIGURATION",,,,
"D:\AI_Workspace\odysseus\data\AGENTS.md","D:\","AGENTS.md","True","12392","2026-07-20T08:09:12.0381201Z","e9dfe77f1f6844b247afe40aaf7ca3c8118466ce82adece04d091eaaaf0151ec","STALE_OWNED",,,,
"D:\AI_Workspace\ornith-agent-test\AGENTS.md","D:\","AGENTS.md","True","138","2026-07-20T08:55:37.4095032Z","e15cc129989d768ebec9d235d46a3886de1a791429d1d9de25d304bd92bd64c0","BACKUP_EXAMPLE_TEST",,,,
"D:\Documents\Codex\Astral-Bridge\AGENTS.md","D:\","AGENTS.md","True","5391","2026-08-17T16:17:02.2028439Z","df283d7010f10942fad2a2295b72195ea5a33316d2fcb3b59b5826ab19d41158","OWNED_ACTIVE_REPOSITORY",,,,
"D:\Documents\Codex\GitHub\worktrees\gpt-context-vault-agents-consolidation-001\AGENTS.md","D:\","AGENTS.md","True","15276","2026-08-19T02:41:52.4092494Z","b3bb68ac4b675caab7c0c248a667a2a1cdc2992d27653cf1275fd026db7486f2","CANONICAL_CANDIDATE",,,,
"D:\Documents\Codex\HAU-USC Logistics\active\hau-usc-logistics-management-system\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-10T02:27:29.1993435Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_ACTIVE_REPOSITORY",,,,
"D:\Documents\Codex\HAU-USC Logistics\archives\old-prototype\20260715\HAU_USC_Logistics_Apps_Script\AGENTS.md","D:\","AGENTS.md","True","2648","2026-07-11T01:54:03.3770677Z","0ffe0fead1e111f7fe8cba4750fa687cf130806dc9cdba9e6f78b49b1aa0ecc2","HISTORICAL_ARCHIVED_EVIDENCE",,,,
"D:\Documents\Codex\HAU-USC Logistics\private-config\evidence\slice-13-demo-20260716\gate-b-20260718-113245\history-a3fffb9-full\AGENTS.md","D:\","AGENTS.md","True","3622","2026-07-14T07:03:00.0000000Z","b1b439b808adfaa5d54d6a1a20465f7acee9180def61675ff007fe115db7e910","HISTORICAL_ARCHIVED_EVIDENCE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\design-dna-staging-2026-08-10\AGENTS.md","D:\","AGENTS.md","True","10335","2026-08-10T13:39:55.2293810Z","0d64b83e92748440ff23199660e7a65400f4fac2fd18b1fa5766b2822cf8535d","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\playground-owner-feedback-2026-08-10\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-11T12:40:37.5260768Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\spec-v073-frontend-design-integration\AGENTS.md","D:\","AGENTS.md","True","8334","2026-08-09T03:44:08.7802193Z","ca53d79b4d6a3fd07912f087eac26e9b8a9fb52cc88914f7224ae2caef10b150","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-production-execution-eb14cd81\AGENTS.md","D:\","AGENTS.md","True","16044","2026-08-13T08:19:22.4317660Z","eeb436f36724e763e26def5b2dd1c8239a8177d3e58bb8ce71e7f27e77c51f3f","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-auth-reset-atomicity\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-11T19:31:46.8454536Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-lane-a\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-11T19:32:24.3465382Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s09-release-preflight\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-11T19:33:22.1701337Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s10-evidence-bb652506\AGENTS.md","D:\","AGENTS.md","True","16044","2026-08-11T22:14:23.7153287Z","eeb436f36724e763e26def5b2dd1c8239a8177d3e58bb8ce71e7f27e77c51f3f","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s11-generator-eol\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T01:04:22.4275172Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-cloudflare-fresh-d1-startup-budget\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T19:11:39.5808954Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-internal-verification-aa083567\AGENTS.md","D:\","AGENTS.md","True","16044","2026-08-12T02:55:49.0401925Z","eeb436f36724e763e26def5b2dd1c8239a8177d3e58bb8ce71e7f27e77c51f3f","OWNED_GIT_WORKTREE",,,,
"D:\Documents\Codex\HAU-USC Logistics\worktrees\v081-s12-lane-a2-access-directory\AGENTS.md","D:\","AGENTS.md","True","15741","2026-08-12T15:10:40.1665854Z","819364b3fe617b830ed28d6fd103d9b4e2745c5ba57a2c1777ad8bcbead93596","OWNED_GIT_WORKTREE",,,,
